"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04915","hsa04915","Estrogen signaling pathway","2/201","138/8087",0.862183415755146,0.999990619225258,0.999990619225258,"KRT34/HSPA2",2
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection","3/201","193/8087",0.863654950552933,0.999990619225258,0.999990619225258,"PTGS2/ICAM1/ZFP36",3
"hsa05132","hsa05132","Salmonella infection","4/201","249/8087",0.87207683297618,0.999990619225258,0.999990619225258,"IL1B/MLKL/PODXL/TUBA4A",4
"hsa04662","hsa04662","B cell receptor signaling pathway","1/201","82/8087",0.874365731387753,0.999990619225258,0.999990619225258,"RASGRP3",1
"hsa05017","hsa05017","Spinocerebellar ataxia","2/201","143/8087",0.875255310910632,0.999990619225258,0.999990619225258,"PSMA2/KCND3",2
"hsa04144","hsa04144","Endocytosis","4/201","252/8087",0.877938960121516,0.999990619225258,0.999990619225258,"SMURF2/TFRC/HSPA2/SMAD3",4
"hsa04012","hsa04012","ErbB signaling pathway","1/201","85/8087",0.88359498360862,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa04911","hsa04911","Insulin secretion","1/201","86/8087",0.886518928659191,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa05205","hsa05205","Proteoglycans in cancer","3/201","205/8087",0.889315707619484,0.999990619225258,0.999990619225258,"ITGA2/CAMK2D/SDC4",3
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes","2/201","150/8087",0.891650422734474,0.999990619225258,0.999990619225258,"ADRA1B/CAMK2D",2
"hsa04932","hsa04932","Non-alcoholic fatty liver disease","2/201","150/8087",0.891650422734474,0.999990619225258,0.999990619225258,"IL1B/NDUFA3",2
"hsa04727","hsa04727","GABAergic synapse","1/201","89/8087",0.894859454271071,0.999990619225258,0.999990619225258,"SLC38A5",1
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","1/201","89/8087",0.894859454271071,0.999990619225258,0.999990619225258,"CD274",1
"hsa04921","hsa04921","Oxytocin signaling pathway","2/201","154/8087",0.900101622714388,0.999990619225258,0.999990619225258,"PTGS2/CAMK2D",2
"hsa04934","hsa04934","Cushing syndrome","2/201","155/8087",0.902116751003815,0.999990619225258,0.999990619225258,"CCNE2/CAMK2D",2
"hsa04912","hsa04912","GnRH signaling pathway","1/201","93/8087",0.905038763016897,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa04970","hsa04970","Salivary secretion","1/201","93/8087",0.905038763016897,0.999990619225258,0.999990619225258,"ADRA1B",1
"hsa04390","hsa04390","Hippo signaling pathway","2/201","157/8087",0.906034232310545,0.999990619225258,0.999990619225258,"FRMD6/SMAD3",2
"hsa04810","hsa04810","Regulation of actin cytoskeleton","3/201","218/8087",0.91218475260118,0.999990619225258,0.999990619225258,"ITGA2/ITGA8/LPAR1",3
"hsa03015","hsa03015","mRNA surveillance pathway","1/201","97/8087",0.914236976648137,0.999990619225258,0.999990619225258,"UPF3B",1
"hsa04070","hsa04070","Phosphatidylinositol signaling system","1/201","97/8087",0.914236976648137,0.999990619225258,0.999990619225258,"DGKI",1
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis","1/201","97/8087",0.914236976648137,0.999990619225258,0.999990619225258,"MYO10",1
"hsa04713","hsa04713","Circadian entrainment","1/201","97/8087",0.914236976648137,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa05215","hsa05215","Prostate cancer","1/201","97/8087",0.914236976648137,0.999990619225258,0.999990619225258,"CCNE2",1
"hsa04630","hsa04630","JAK-STAT signaling pathway","2/201","162/8087",0.915198587577333,0.999990619225258,0.999990619225258,"FHL1/IL10RB",2
"hsa04925","hsa04925","Aldosterone synthesis and secretion","1/201","98/8087",0.916394469475887,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa05231","hsa05231","Choline metabolism in cancer","1/201","98/8087",0.916394469475887,0.999990619225258,0.999990619225258,"DGKI",1
"hsa04022","hsa04022","cGMP-PKG signaling pathway","2/201","167/8087",0.923522553788338,0.999990619225258,0.999990619225258,"ADRA1B/PDE5A",2
"hsa04620","hsa04620","Toll-like receptor signaling pathway","1/201","104/8087",0.928251127256001,0.999990619225258,0.999990619225258,"IL1B",1
"hsa04714","hsa04714","Thermogenesis","3/201","231/8087",0.930698533468013,0.999990619225258,0.999990619225258,"ND6/NDUFA3/PNPLA2",3
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action","1/201","106/8087",0.931818920781933,0.999990619225258,0.999990619225258,"LRP5",1
"hsa04922","hsa04922","Glucagon signaling pathway","1/201","107/8087",0.933536048575798,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa04931","hsa04931","Insulin resistance","1/201","108/8087",0.935210140585355,0.999990619225258,0.999990619225258,"PPP1R3C",1
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction","4/201","295/8087",0.939643124390539,0.999990619225258,0.999990619225258,"IL1B/CCL2/CSF1/IL10RB",4
"hsa04020","hsa04020","Calcium signaling pathway","3/201","240/8087",0.941346189823929,0.999990619225258,0.999990619225258,"FLT1/ADRA1B/CAMK2D",3
"hsa04621","hsa04621","NOD-like receptor signaling pathway","2/201","181/8087",0.942932238691587,0.999990619225258,0.999990619225258,"IL1B/CCL2",2
"hsa04726","hsa04726","Serotonergic synapse","1/201","115/8087",0.945810667761138,0.999990619225258,0.999990619225258,"PTGS2",1
"hsa04919","hsa04919","Thyroid hormone signaling pathway","1/201","121/8087",0.953510982610334,0.999990619225258,0.999990619225258,"RCAN2",1
"hsa05202","hsa05202","Transcriptional misregulation in cancer","2/201","192/8087",0.95480868488057,0.999990619225258,0.999990619225258,"FLT1/SUPT3H",2
"hsa04611","hsa04611","Platelet activation","1/201","124/8087",0.956942421083775,0.999990619225258,0.999990619225258,"ITGA2",1
"hsa05169","hsa05169","Epstein-Barr virus infection","2/201","202/8087",0.963530762890749,0.999990619225258,0.999990619225258,"CCNE2/ICAM1",2
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity","1/201","131/8087",0.96400034074297,0.999990619225258,0.999990619225258,"ICAM1",1
"hsa04728","hsa04728","Dopaminergic synapse","1/201","132/8087",0.964909834396899,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa04371","hsa04371","Apelin signaling pathway","1/201","137/8087",0.969125543304686,0.999990619225258,0.999990619225258,"SMAD3",1
"hsa04910","hsa04910","Insulin signaling pathway","1/201","137/8087",0.969125543304686,0.999990619225258,0.999990619225258,"PPP1R3C",1
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction","4/201","341/8087",0.973159548380296,0.999990619225258,0.999990619225258,"CHRNA5/ADM/ADRA1B/LPAR1",4
"hsa05160","hsa05160","Hepatitis C","1/201","157/8087",0.981511558931975,0.999990619225258,0.999990619225258,"CLDN11",1
"hsa05014","hsa05014","Amyotrophic lateral sclerosis","4/201","364/8087",0.982432300363413,0.999990619225258,0.999990619225258,"PSMA2/ND6/NDUFA3/TUBA4A",4
"hsa04062","hsa04062","Chemokine signaling pathway","1/201","192/8087",0.992487152551602,0.999990619225258,0.999990619225258,"CCL2",1
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection","1/201","212/8087",0.995517378967867,0.999990619225258,0.999990619225258,"CDK1",1
"hsa04024","hsa04024","cAMP signaling pathway","1/201","216/8087",0.99595788854202,0.999990619225258,0.999990619225258,"CAMK2D",1
"hsa05131","hsa05131","Shigellosis","1/201","246/8087",0.998142446873194,0.999990619225258,0.999990619225258,"IL1B",1
"hsa04740","hsa04740","Olfactory transduction","1/201","447/8087",0.999990619225258,0.999990619225258,0.999990619225258,"CAMK2D",1
